external_id,source,name,category,equipment_json,primary_muscles_json,secondary_muscles_json,gif_rel_path,axes_json
DKBwJrL,ExerciseDB,band one arm twisting seated row,back,"[""band""]","[""upper_back""]","[""biceps"",""shoulders""]",gif/DKBwJrL.gif,"{""category"":""back"",""equipment"":[""band""],""muscles"":[""upper_back""],""unilateral"":true,""load_type"":""elastic"",""movement_pattern"":""pull"",""engine_key"":""back_pull_elastic""}"
FSD6PGL,ExerciseDB,dumbbell pullover on exercise ball,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""latissimus_dorsi""]",gif/FSD6PGL.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""chest_pull_external""}"
enxnJcM,ExerciseDB,quarter sit-up,core,"[""bodyweight""]","[""abdominals""]","[""hip_flexors""]",gif/enxnJcM.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
qBcKorM,ExerciseDB,all fours squad stretch,legs_upper,"[""bodyweight""]","[""quadriceps""]","[""hamstrings"",""gluteus""]",gif/qBcKorM.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
xiHiJcA,ExerciseDB,lever seated reverse fly (parallel grip),shoulders,"[""machine""]","[""deltoids""]","[""trapezius"",""rhomboids""]",gif/xiHiJcA.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
SHUMp5H,ExerciseDB,dumbbell decline one arm hammer press,arms_upper,"[""dumbbell""]","[""triceps""]","[""chest"",""shoulders""]",gif/SHUMp5H.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""triceps""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_external""}"
TDYiji6,ExerciseDB,jump squat v. 2,legs_upper,"[""bodyweight""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/TDYiji6.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_bodyweight""}"
c3QQLPi,ExerciseDB,cable rear drive,arms_upper,"[""cable""]","[""triceps""]","[""shoulders"",""back""]",gif/c3QQLPi.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_external""}"
4Leypho,ExerciseDB,barbell skier,shoulders,"[""barbell""]","[""deltoids""]","[""triceps"",""abdominals""]",gif/4Leypho.gif,"{""category"":""shoulders"",""equipment"":[""barbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
KI1DjNN,ExerciseDB,dumbbell over bench one arm wrist curl,arms_lower,"[""dumbbell""]","[""forearms""]","[""biceps"",""shoulders""]",gif/KI1DjNN.gif,"{""category"":""arms_lower"",""equipment"":[""dumbbell""],""muscles"":[""forearms""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_lower_isolation_external""}"
ns0SIbU,ExerciseDB,dumbbell incline bench press,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders"",""triceps""]",gif/ns0SIbU.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
SJqRxOt,ExerciseDB,cable rope seated row,back,"[""cable""]","[""upper_back""]","[""biceps"",""forearms""]",gif/SJqRxOt.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
Gpn4ADc,ExerciseDB,smith behind neck press,shoulders,"[""machine""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/Gpn4ADc.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
qPEzJjA,ExerciseDB,farmers walk,legs_upper,"[""dumbbell""]","[""quadriceps""]","[""gastrocnemius"",""forearms"",""abdominals""]",gif/qPEzJjA.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_external""}"
f7fnAIB,ExerciseDB,cable squat row (with rope attachment),back,"[""cable""]","[""latissimus_dorsi""]","[""biceps"",""rhomboids"",""rear_deltoids""]",gif/f7fnAIB.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
Tq6gbK6,ExerciseDB,cable straight back seated row,back,"[""cable""]","[""upper_back""]","[""biceps"",""forearms"",""shoulders""]",gif/Tq6gbK6.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
vsVoPHt,ExerciseDB,lever decline chest press,chest,"[""machine""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/vsVoPHt.gif,"{""category"":""chest"",""equipment"":[""machine""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
dRTfGZT,ExerciseDB,lever lateral raise,shoulders,"[""machine""]","[""deltoids""]","[""trapezius"",""upper_back""]",gif/dRTfGZT.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
TV87DNB,ExerciseDB,inchworm v. 2,core,"[""bodyweight""]","[""abdominals""]","[""shoulders"",""hamstrings""]",gif/TV87DNB.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
h1ezqSu,ExerciseDB,kneeling plank tap shoulder (male),core,"[""bodyweight""]","[""abdominals""]","[""shoulders"",""triceps""]",gif/h1ezqSu.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
rQxwMxO,ExerciseDB,handstand push-up,arms_upper,"[""bodyweight""]","[""triceps""]","[""shoulders"",""chest"",""abdominals""]",gif/rQxwMxO.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_bodyweight""}"
gf3ZjB9,ExerciseDB,sled closer hack squat,legs_upper,"[""machine""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/gf3ZjB9.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
mu5Guxt,ExerciseDB,dumbbell rear delt raise,shoulders,"[""dumbbell""]","[""deltoids""]","[""trapezius"",""rhomboids""]",gif/mu5Guxt.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
jeHtrlO,ExerciseDB,medicine ball chest push single response,chest,"[""ball""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/jeHtrlO.gif,"{""category"":""chest"",""equipment"":[""ball""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
2Dk4xQV,ExerciseDB,rocking frog stretch,legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""quadriceps""]",gif/2Dk4xQV.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
1TkiAFK,ExerciseDB,dumbbell one arm shoulder press v. 2,shoulders,"[""dumbbell""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/1TkiAFK.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
QjE2DcA,ExerciseDB,dumbbell step-up split squat,legs_upper,"[""dumbbell""]","[""quadriceps""]","[""gluteus"",""hamstrings"",""gastrocnemius""]",gif/QjE2DcA.gif,"{""category"":""legs_upper"",""equipment"":[""dumbbell""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""squat"",""engine_key"":""legs_upper_squat_external""}"
xDh0lJr,ExerciseDB,standing behind neck press,shoulders,"[""barbell""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/xDh0lJr.gif,"{""category"":""shoulders"",""equipment"":[""barbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
50BETrz,ExerciseDB,biceps narrow pull-ups,arms_upper,"[""bodyweight""]","[""biceps""]","[""forearms"",""shoulders""]",gif/50BETrz.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""pull"",""engine_key"":""arms_upper_pull_bodyweight""}"
B5xca8s,ExerciseDB,hands clasped circular toe touch (male),legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""quadriceps"",""gastrocnemius""]",gif/B5xca8s.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
d1GgzTU,ExerciseDB,l-pull-up,back,"[""bodyweight""]","[""latissimus_dorsi""]","[""biceps"",""forearms""]",gif/d1GgzTU.gif,"{""category"":""back"",""equipment"":[""bodyweight""],""muscles"":[""latissimus_dorsi""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""pull"",""engine_key"":""back_pull_bodyweight""}"
7zdxRTl,ExerciseDB,smith leg press,legs_upper,"[""machine""]","[""gluteus""]","[""quadriceps"",""hamstrings"",""gastrocnemius""]",gif/7zdxRTl.gif,"{""category"":""legs_upper"",""equipment"":[""machine""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""legs_upper_push_external""}"
Nh3mvOO,ExerciseDB,dumbbell reverse grip row (female),back,"[""dumbbell""]","[""upper_back""]","[""biceps"",""forearms""]",gif/Nh3mvOO.gif,"{""category"":""back"",""equipment"":[""dumbbell""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
ywaNfuh,ExerciseDB,smith reverse calf raises,legs_lower,"[""machine""]","[""gastrocnemius""]","[""hamstrings""]",gif/ywaNfuh.gif,"{""category"":""legs_lower"",""equipment"":[""machine""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""legs_lower_other_external""}"
UIbGx6H,ExerciseDB,dumbbell reverse bench press,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/UIbGx6H.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
HDYiZcY,ExerciseDB,dumbbell cross body hammer curl v. 2,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/HDYiZcY.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
mym4hJo,ExerciseDB,dumbbell lying pronation,arms_lower,"[""dumbbell""]","[""forearms""]","[""biceps"",""shoulders""]",gif/mym4hJo.gif,"{""category"":""arms_lower"",""equipment"":[""dumbbell""],""muscles"":[""forearms""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""arms_lower_other_external""}"
KWdF2JI,ExerciseDB,cable kneeling triceps extension,arms_upper,"[""cable""]","[""triceps""]","[""shoulders""]",gif/KWdF2JI.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
NL6YBwN,ExerciseDB,dumbbell decline one arm fly,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders""]",gif/NL6YBwN.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
BL3GHeY,ExerciseDB,straddle planche,core,"[""bodyweight""]","[""abdominals""]","[""shoulders"",""triceps"",""chest""]",gif/BL3GHeY.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
GwYwElT,ExerciseDB,self assisted inverse leg curl,legs_upper,"[""bodyweight""]","[""hamstrings""]","[""gluteus"",""gastrocnemius""]",gif/GwYwElT.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""hamstrings""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""isolation"",""engine_key"":""legs_upper_isolation_bodyweight""}"
HPlPoQA,ExerciseDB,cable hammer curl (with rope),arms_upper,"[""cable""]","[""biceps""]","[""forearms""]",gif/HPlPoQA.gif,"{""category"":""arms_upper"",""equipment"":[""cable""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
SP3hUez,ExerciseDB,swimmer kicks v. 2 (male),legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""quadriceps"",""gastrocnemius""]",gif/SP3hUez.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
zILLZ98,ExerciseDB,smith machine bicep curl,arms_upper,"[""machine""]","[""biceps""]","[""forearms""]",gif/zILLZ98.gif,"{""category"":""arms_upper"",""equipment"":[""machine""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
pH2x2jj,ExerciseDB,dumbbell one leg fly on exercise ball,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders"",""triceps""]",gif/pH2x2jj.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
lJJ7Yq8,ExerciseDB,cable lying fly,chest,"[""cable""]","[""pectorals""]","[""deltoids"",""triceps""]",gif/lJJ7Yq8.gif,"{""category"":""chest"",""equipment"":[""cable""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
BLCvwr2,ExerciseDB,dumbbell reverse wrist curl,arms_lower,"[""dumbbell""]","[""forearms""]","[""biceps"",""brachialis""]",gif/BLCvwr2.gif,"{""category"":""arms_lower"",""equipment"":[""dumbbell""],""muscles"":[""forearms""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_lower_isolation_external""}"
bQHPBU3,ExerciseDB,dumbbell one arm pullover on exercise ball,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""latissimus_dorsi"",""rhomboids""]",gif/bQHPBU3.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""chest_pull_external""}"
XaaRnRn,ExerciseDB,incline reverse grip push-up,chest,"[""bodyweight""]","[""pectorals""]","[""triceps"",""shoulders""]",gif/XaaRnRn.gif,"{""category"":""chest"",""equipment"":[""bodyweight""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""chest_push_bodyweight""}"
6YUfHPL,ExerciseDB,quads,legs_upper,"[""bodyweight""]","[""quadriceps""]","[""hamstrings"",""gluteus""]",gif/6YUfHPL.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
L4ay0PW,ExerciseDB,kettlebell figure 8,core,"[""kettlebell""]","[""abdominals""]","[""shoulders"",""forearms""]",gif/L4ay0PW.gif,"{""category"":""core"",""equipment"":[""kettlebell""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
qAmNMJY,ExerciseDB,dumbbell high curl,arms_upper,"[""dumbbell""]","[""biceps""]","[""forearms""]",gif/qAmNMJY.gif,"{""category"":""arms_upper"",""equipment"":[""dumbbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
rbu5UUb,ExerciseDB,cross body crunch,core,"[""bodyweight""]","[""abdominals""]","[""obliques""]",gif/rbu5UUb.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
ZfyAGhK,ExerciseDB,cable standing rear delt row (with rope),shoulders,"[""cable""]","[""deltoids""]","[""trapezius"",""rhomboids"",""biceps""]",gif/ZfyAGhK.gif,"{""category"":""shoulders"",""equipment"":[""cable""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""shoulders_pull_external""}"
XVDdcoj,ExerciseDB,russian twist,core,"[""bodyweight""]","[""abdominals""]","[""obliques""]",gif/XVDdcoj.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
fprd84i,ExerciseDB,ez barbell anti gravity press,shoulders,"[""barbell""]","[""deltoids""]","[""triceps"",""chest""]",gif/fprd84i.gif,"{""category"":""shoulders"",""equipment"":[""barbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
SaDOwk7,ExerciseDB,backward jump,legs_upper,"[""bodyweight""]","[""quadriceps""]","[""hamstrings"",""gluteus"",""gastrocnemius""]",gif/SaDOwk7.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""quadriceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
yWxMvB5,ExerciseDB,kettlebell thruster,shoulders,"[""kettlebell""]","[""deltoids""]","[""quadriceps"",""gluteus"",""abdominals""]",gif/yWxMvB5.gif,"{""category"":""shoulders"",""equipment"":[""kettlebell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
za9Ni4z,ExerciseDB,barbell rack pull,legs_upper,"[""barbell""]","[""gluteus""]","[""hamstrings"",""lower_back""]",gif/za9Ni4z.gif,"{""category"":""legs_upper"",""equipment"":[""barbell""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""legs_upper_pull_external""}"
S93zLTG,ExerciseDB,resistance band seated shoulder press,shoulders,"[""band""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/S93zLTG.gif,"{""category"":""shoulders"",""equipment"":[""band""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""elastic"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_elastic""}"
fSrPP6B,ExerciseDB,triceps press,arms_upper,"[""bodyweight""]","[""triceps""]","[""shoulders""]",gif/fSrPP6B.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""push"",""engine_key"":""arms_upper_push_bodyweight""}"
o5Jsk92,ExerciseDB,dumbbell one arm bench fly,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders""]",gif/o5Jsk92.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""chest_other_external""}"
NAkmgdx,ExerciseDB,arms overhead full sit-up (male),core,"[""bodyweight""]","[""abdominals""]","[""hip_flexors"",""lower_back""]",gif/NAkmgdx.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
05Cf2v8,ExerciseDB,impossible dips,arms_upper,"[""bodyweight""]","[""triceps""]","[""chest"",""shoulders""]",gif/05Cf2v8.gif,"{""category"":""arms_upper"",""equipment"":[""bodyweight""],""muscles"":[""triceps""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""arms_upper_other_bodyweight""}"
KwFGiEP,ExerciseDB,dumbbell lying one arm rear lateral raise,shoulders,"[""dumbbell""]","[""deltoids""]","[""trapezius"",""rhomboids""]",gif/KwFGiEP.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""shoulders_other_external""}"
O8o7q4d,ExerciseDB,dumbbell press on exercise ball,chest,"[""dumbbell""]","[""pectorals""]","[""shoulders"",""triceps""]",gif/O8o7q4d.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""chest_push_external""}"
Ie9UGty,ExerciseDB,lever seated calf press,legs_lower,"[""machine""]","[""gastrocnemius""]","[""soleus"",""hamstrings""]",gif/Ie9UGty.gif,"{""category"":""legs_lower"",""equipment"":[""machine""],""muscles"":[""gastrocnemius""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""legs_lower_push_external""}"
izMnLqz,ExerciseDB,dumbbell alternate side press,shoulders,"[""dumbbell""]","[""deltoids""]","[""triceps"",""abdominals""]",gif/izMnLqz.gif,"{""category"":""shoulders"",""equipment"":[""dumbbell""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
u0cNiij,ExerciseDB,low glute bridge on floor,legs_upper,"[""bodyweight""]","[""gluteus""]","[""hamstrings"",""abdominals""]",gif/u0cNiij.gif,"{""category"":""legs_upper"",""equipment"":[""bodyweight""],""muscles"":[""gluteus""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""legs_upper_other_bodyweight""}"
G1qWW6M,ExerciseDB,macro style weighted one hand pull up,back,"[""weighted""]","[""latissimus_dorsi""]","[""biceps"",""forearms""]",gif/G1qWW6M.gif,"{""category"":""back"",""equipment"":[""weighted""],""muscles"":[""latissimus_dorsi""],""unilateral"":true,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
MRaFiZP,ExerciseDB,inverted style smith seated shoulder press,shoulders,"[""machine""]","[""deltoids""]","[""triceps"",""upper_back""]",gif/MRaFiZP.gif,"{""category"":""shoulders"",""equipment"":[""machine""],""muscles"":[""deltoids""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""push"",""engine_key"":""shoulders_push_external""}"
WM6TvvW,ExerciseDB,cable low seated row controlled,back,"[""cable""]","[""upper_back""]","[""biceps"",""forearms""]",gif/WM6TvvW.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
ookVu2D,ExerciseDB,wall style dumbbell pullover hip extension on exercise ball,chest,"[""dumbbell""]","[""pectorals""]","[""triceps"",""shoulders"",""abdominals""]",gif/ookVu2D.gif,"{""category"":""chest"",""equipment"":[""dumbbell""],""muscles"":[""pectorals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""chest_pull_external""}"
CUmLRTA,ExerciseDB,cable kneeling crunch - gentle variation,core,"[""cable""]","[""abdominals""]","[""obliques""]",gif/CUmLRTA.gif,"{""category"":""core"",""equipment"":[""cable""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
3pqGMQj,ExerciseDB,band alternating v-up with simple,core,"[""band""]","[""abdominals""]","[""hip_flexors""]",gif/3pqGMQj.gif,"{""category"":""core"",""equipment"":[""band""],""muscles"":[""abdominals""],""unilateral"":true,""load_type"":""elastic"",""movement_pattern"":""other"",""engine_key"":""core_other_elastic""}"
M8IolhQ,ExerciseDB,ez barbell close grip preacher curl - precision variation,arms_upper,"[""barbell""]","[""biceps""]","[""forearms""]",gif/M8IolhQ.gif,"{""category"":""arms_upper"",""equipment"":[""barbell""],""muscles"":[""biceps""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""isolation"",""engine_key"":""arms_upper_isolation_external""}"
gdPIyyO,ExerciseDB,hanging pike with intense,core,"[""bodyweight""]","[""abdominals""]","[""hip_flexors"",""shoulders""]",gif/gdPIyyO.gif,"{""category"":""core"",""equipment"":[""bodyweight""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""bodyweight"",""movement_pattern"":""other"",""engine_key"":""core_other_bodyweight""}"
N6dZN2I,ExerciseDB,side cable high row (kneeling),back,"[""cable""]","[""upper_back""]","[""biceps"",""shoulders""]",gif/N6dZN2I.gif,"{""category"":""back"",""equipment"":[""cable""],""muscles"":[""upper_back""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""pull"",""engine_key"":""back_pull_external""}"
vN5HB0s,ExerciseDB,blunt cable standing crunch,core,"[""cable""]","[""abdominals""]","[""obliques""]",gif/vN5HB0s.gif,"{""category"":""core"",""equipment"":[""cable""],""muscles"":[""abdominals""],""unilateral"":false,""load_type"":""external"",""movement_pattern"":""other"",""engine_key"":""core_other_external""}"
